db15f6b9-9d5d-4aaa-b15c-3818be828fac,2026-03-17T15:09:55+00:00,1.2310548
b876db0c-6fa2-4eda-89ca-2bc21e3ad935,2026-03-17T15:10:50+00:00,13.262102
42f30cb6-f3b5-4b4b-8cba-c117f0c2690e,2026-03-17T15:11:34+00:00,6.6402817
2e777e99-a417-4205-89cc-329de633b313,2026-03-17T15:12:30+00:00,15.082211
be70a32b-2653-4a80-8ccf-fe2e0d0f8609,2026-03-17T15:13:23+00:00,11.845473
834c6cd2-c5d2-4dae-883f-114268ae4106,2026-03-17T15:13:46+00:00,1.9680341
356bcd9f-edf9-42ce-b498-45a609e104ee,2026-03-17T15:14:01+00:00,1.199121
3a1c1d17-c474-4e4b-a766-258c63a3104e,2026-03-17T15:14:26+00:00,2.2219965
8ad78dce-c259-4bdf-bb78-62fee041f888,2026-03-17T15:14:52+00:00,2.3825302
d6151dce-ab2a-417a-a001-ad45cd91116c,2026-03-17T15:16:03+00:00,34.57129
7e00218a-a0ca-450a-b53f-56360e1e22a5,2026-03-17T15:16:16+00:00,1.0914555
507a5182-19dc-4b92-9401-cb2403132d22,2026-03-17T15:16:48+00:00,3.28083
339e4a0c-99cd-44ba-ba50-56ff8d232434,2026-03-17T15:17:12+00:00,2.1651142
5912d62b-8419-44a5-80fc-23967cc0d62c,2026-03-17T15:18:02+00:00,9.649739
cb3b40d6-829d-438d-82b5-f147d4096bfd,2026-03-17T15:18:19+00:00,1.381633
18192ea0-3681-4d55-8131-7440289f7016,2026-03-17T15:18:32+00:00,1.0921277
71adf04c-b610-482a-ac48-b7ebe831fa0f,2026-03-17T15:18:49+00:00,1.349377
cd93ef83-8f63-44f2-a8d0-6353a00f181b,2026-03-17T15:19:23+00:00,3.948564
c174ae59-15ae-4a4f-8cd1-da8cc48fc127,2026-03-17T15:19:36+00:00,1.0437541
be6be43c-43fd-4fb6-aa9b-851269755fd9,2026-03-17T15:19:53+00:00,1.3453273
